loan,income,balance
No,7750.28922055921,1178.24441352846
No,43956.0600839728,731.532656254407
No,44455.1995150356,350.088792139872
No,36901.7833281202,418.848345433837
No,39393.5424772748,533.229465181374
No,32359.3890284286,95.296974128368
No,15933.0021109819,1453.00593207303
No,39404.7443664762,352.644414031465
No,14107.9939653376,736.2389354625
No,41224.6250242432,1306.4845722752
No,45194.7946620784,1149.14562717899
No,57679.2791425179,703.226890721538
No,18864.3084886679,1360.80043541238
No,53287.3503013149,31.4450805447328
No,48570.3634566327,988.214458069386
No,23927.5466133912,360.019073584363
No,33226.2775446785,647.483528619273
No,9816.78943755756,0
No,31974.6245068978,445.241819216304
No,17496.7414821956,878.542064501041
No,21759.8702696952,335.834118576172
No,30438.4688266267,666.608881434336
No,40737.4597766098,813.876647019864
No,54607.1787395438,836.300071623191
No,33055.1102723298,967.48268368178
Yes,14271.492252976,2205.79952114829
No,11672.2220033397,1258.18521914431
No,40107.1722104231,1239.80169908455
No,13760.2984556873,0
No,22473.3796109537,927.887732263607
No,21299.0992265335,1390.03078251892
No,53471.2136303255,410.497704767954
No,30681.7375351468,73.0765421846567
No,45303.1033141261,790.59775924737
No,32579.9002059474,789.49509698382
No,46319.2361190854,791.360422078743
No,37255.8803342804,479.042378990356
No,28899.7917513637,888.613272550212
No,42831.9546193997,1284.38636050636
No,23341.9502302432,712.276351280275
No,18408.0490819608,1290.62016864921
No,44280.9297885654,126.362685399057
No,61158.8851121863,779.376257695651
No,49476.759599281,697.490957463777
No,43610.0330173371,606.974613548306
No,21411.4239490249,1802.90333355739
No,41276.5631894987,900.085332597499
No,33440.9792997775,966.280287968092
No,35689.1118739108,671.061359639164
No,23505.9927713232,171.559115959856
No,45260.6115977848,1482.48030006315
No,46464.5659322762,640.662751732473
No,18078.3517921729,706.161027541986
Yes,20359.5060855671,1774.69422305776
No,25768.4074467213,916.49931692309
No,36053.5029503061,1271.2708123604
No,47339.1087511931,110.572909811983
No,37819.2890860198,1747.25888152959
Yes,48956.1715885681,1889.59918976304
No,21051.8401259701,27.2013946505765
No,35159.8502288788,746.229775057391
Yes,20655.2000032624,1899.3906258472
No,20391.5289481713,813.994565525349
No,38899.1604610096,499.457815094636
No,36272.4517835911,853.16133166086
No,32064.3351057974,474.727319088288
No,35838.7770153588,1235.87611345417
No,44213.770101262,620.675152595598
No,37880.0296471597,220.028569764934
No,18074.0754152021,1304.91429931829
No,22358.0467020111,1608.15255984335
No,37657.0559167999,256.471227559815
No,19224.9752298419,1153.60499815384
No,31170.0852836766,771.895874508519
No,17064.0428279584,1099.63042217728
No,40357.1334266019,782.883029663905
No,35924.3387929274,444.264906175272
No,24780.9612369205,504.02837873803
No,42124.6600673934,1762.50340198816
No,18618.9879075019,850.096116596461
No,40785.0597694212,1412.23872130317
No,47482.5653767305,715.496829588669
No,55713.0416079129,1363.52859942133
No,42495.2030840663,493.241889799387
No,33375.1316903778,1354.75253720358
No,15416.2693546858,571.293911015155
No,44086.7077342314,956.15135218345
No,34390.7460350566,964.820252985381
No,50513.1642384347,552.634366024658
No,37767.239862893,338.266201647092
No,44041.6300941084,709.123351356216
No,57839.0537343736,978.978200410458
No,15702.7070830359,371.010127817542
Yes,14930.1783306833,1572.85648082363
No,40150.217981059,0
Yes,39054.5891443139,1964.47687225275
No,33605.6494686572,548.037783442488
No,34045.0088247242,1257.05522168594
No,38016.8939028578,1189.91805697419
No,39373.5797462415,687.683759014873
No,39899.5126808393,845.698965838534
No,19676.3456491723,957.68483377014
No,43326.105379399,233.516846267051
No,14298.2645686729,1126.94874392123
No,15159.4948475337,488.855176548209
No,44323.5796638006,767.903559780495
No,31388.5056454162,561.925799124395
No,17454.6018395308,1092.27001277246
No,31965.7447145836,71.7886830035824
No,13625.3979303665,1839.14368196222
No,22474.5740898236,876.000777906746
No,30357.0259771625,554.107811535592
No,43945.0416541409,891.317898050276
No,27324.8996870729,464.836333095802
No,24082.0393441031,563.542661100162
Yes,30003.8171511159,1530.35315714612
No,41690.2526225589,990.567026186295
No,42769.2038801219,590.399786498762
No,21153.5110081716,715.164109574279
No,41852.0784358238,1540.37772667771
No,41639.6803816334,1243.32651840828
No,20909.7047538096,235.328499908876
No,49394.340774526,528.254323170427
No,30731.201603129,592.25389562288
No,42683.187243286,705.204971986239
No,48195.7758370754,456.515643990607
No,18052.1049990983,470.717574652806
No,10600.4135403235,1503.07512985524
No,44217.9160352291,1362.96559540383
No,45032.8459851152,908.77157368794
No,16148.0600066064,1096.82027214515
No,47835.0910453142,369.221942475653
No,50256.2902118721,673.399899046348
No,51173.1413763774,1038.50000752153
No,28762.9237797484,0
No,32431.1182596039,527.194086573308
No,32974.4273524307,817.469336816105
No,19702.293205826,1549.04275451742
No,11853.9531668182,566.713789351631
No,24935.9187420962,1496.05646487591
No,42844.8340023417,862.656656416651
No,31263.641081672,1259.14941789257
No,43510.0496378576,1025.03883303162
No,14793.7426766893,703.277787102737
No,15175.3612149216,1082.39149734589
No,44054.9164232696,910.449023533628
No,16995.6604049481,996.543862160796
No,58514.3180764772,353.778226008973
No,13300.2974683438,782.71082750063
No,51056.8682867977,1716.59541824424
No,15153.965762645,502.898638357521
No,59203.9676630271,1033.46846850523
No,34925.3654101008,0
No,19263.7695817024,1087.08349936833
No,43899.7592451193,1047.24424881394
No,38367.8679465264,1056.92735252411
No,26010.8878031666,979.224424632862
No,15978.633625651,847.818706253068
No,50958.7905135708,781.77128476306
No,15904.0559208087,402.488886825952
No,17534.2905392742,204.740181714577
No,18336.74316845,2022.67464324227
No,44186.6177602638,748.937063784024
No,35917.4906102388,838.275687752419
No,44694.0309570293,386.016049290846
No,49623.1009820914,812.399296525647
No,6985.13594539539,1809.92656439359
No,30360.5489438194,0
No,24688.4737209337,1328.18380411907
No,26716.6863746825,1464.93604882699
No,39718.6926569602,1200.56513764739
No,27856.5770606696,989.686419964429
No,35539.2702158304,870.734579925775
No,19849.8314129485,1200.84739001594
No,23204.6814610386,1428.83204736141
No,33951.2887259244,0
No,21783.2694913357,359.458866537597
No,40862.7540056257,265.683949786655
No,44406.83691434,1027.77053169201
No,35042.1329969977,729.047433497618
No,25867.1477168844,1042.80491991389
No,37875.614823143,230.230587898767
No,30611.2722706897,367.466012183201
No,20863.7996686999,737.70535394131
No,30349.460422935,18.2612853635445
No,30834.7713682736,1257.76020889191
No,40907.3983537652,455.521513206303
No,35458.4815614207,56.9675603504705
No,12213.0371368412,723.931985299722
No,41379.7678082606,612.383157677443
No,15308.1270712607,1220.1776056907
No,32363.3710505847,1222.34769171407
No,47684.2194497489,1165.49113814696
Yes,46856.947039092,1642.81999663825
No,56088.6837995041,944.173560017781
No,41423.9411731786,749.608003900673
No,31231.0078371514,370.375186777666
Yes,42133.3731759574,1991.64912011299
No,44562.3381169342,773.915226576855
No,20480.88705606,817.249811262394
No,50260.4643659169,1060.71621967666
Yes,56273.5136083638,1550.44926441315
No,15092.439307714,454.466962212937
No,17784.5589437522,1256.23932541513
No,36731.3086949029,1484.39539297524
No,12661.6116309912,1050.47732793251
No,45430.4722089423,986.40061892638
No,44266.3765401792,717.341926951688
No,47038.0903196941,692.143222681582
Yes,34710.0623657107,1328.89272521776
No,32930.0693612804,673.468191056081
No,48991.3953793342,218.639297043088
No,43954.2774856976,1218.16696582374
No,19322.5450270524,13.5168025503509
No,21726.558972624,531.478699850065
No,33436.4557377411,165.53815169523
No,25890.5039884998,1351.84972233302
No,54143.9627498165,107.282083049617
No,35604.117192781,947.193571380436
No,14812.6452403767,434.560259226125
No,37458.8792492482,1020.06724048864
No,31597.8976165624,662.305318022324
No,20767.6830202616,754.420612920964
No,44412.8951033074,289.489575693364
No,36270.9381202214,198.038409229701
No,16615.0219627607,516.060491676575
No,41755.3981466578,697.563808989791
No,16947.4229346552,502.324783467779
No,15575.419233378,1459.68708304516
No,34418.2602228491,716.998722689295
No,18324.0300568905,1037.97270501782
No,29735.9615970911,673.016117196098
No,41099.7724418194,371.921784701252
No,55604.6075315396,89.1349579572228
No,40895.2827703241,1273.28018105912
No,18680.516769028,600.723302967373
No,40711.7988982471,905.038164636789
No,54437.0103173027,1061.44156214448
No,46334.7877633441,1672.63924830477
No,19750.0940028726,883.702645600325
No,53936.2417769944,373.780330004006
No,52382.6647043692,1287.79518693788
No,48739.9273906526,1229.74257147896
No,22457.0517475138,510.613846954321
No,27205.8573938823,775.630168716812
No,50206.5769341591,1152.98288688657
No,7986.00033583452,1303.66258970167
No,28244.5034750868,1675.27885173207
No,30001.7950602906,398.277733044632
No,25023.8738564122,739.901759396798
No,32018.7136305149,226.417696514023
No,25173.6196080491,1217.32171213419
No,29902.0019867792,639.820558249208
No,12717.4922312992,883.166976880327
No,38186.5242727915,2.2876109529974
No,55967.9931672653,419.637347665869
No,11102.5347437309,1544.14024986831
No,32153.0135926701,1101.01501795199
Yes,30488.9834104565,1700.59991348658
No,48301.0596601046,311.82458686811
No,55074.1308290001,442.830222252675
No,17909.5810715927,728.81496006121
No,37188.6683650846,278.877902520137
No,36625.9895523394,758.702327534491
No,22803.7410338396,620.339679439371
No,18402.4648845956,1890.16741147529
No,28951.4518951572,0
No,23184.0155485336,1329.19884221594
No,44128.6282564037,1075.86377237476
No,54956.9905446621,618.527509222818
No,27466.8936820066,1111.0865758202
No,45881.9302056307,864.039743518541
No,48512.4556411759,895.229809614619
No,21908.5271562436,954.030433688608
No,46813.5163080957,947.634932740896
No,23117.9286733782,267.303727744013
No,23913.2088013083,1366.8057832287
No,38325.1737553638,624.731883509283
No,25221.6376687793,13.67938266968
No,44778.0157756766,785.866485650099
No,18933.4961949702,1353.09384569505
No,25553.2628515188,480.32126391483
No,29507.3132469218,0
No,17916.8560894888,1221.97124290595
No,25108.756711813,1184.93652302344
No,27512.3448997584,478.572055604816
No,34786.1013515581,221.690461893355
No,41054.1386619277,578.387621687668
No,19576.9571319919,1361.45843240672
No,19731.9609897188,977.848095602787
No,36887.439966855,1184.42524488153
Yes,21848.4429000063,1118.70103943078
Yes,37224.5678135129,1119.09724476071
No,31329.4848506225,776.349979307366
No,51792.4023687088,1322.29709108436
No,27438.585115052,878.026457591946
No,16921.1808790391,1268.37951467727
No,32611.3730692625,0
No,37262.5740938171,0
No,25833.0630989749,366.786957314063
No,39898.7690858912,747.561036377875
No,37499.0935479677,1787.285143726
No,14995.4921684901,1929.44698025845
No,27961.3196085338,987.14289095702
No,20758.2146891725,856.357368420521
No,18153.8443165945,1101.14970709405
No,31515.9816788054,704.184519980701
No,40837.7316360849,555.623436676053
No,44764.1105476201,1073.49826059844
No,32842.6523719603,1126.2230230127
No,15708.2963812027,649.773318564214
No,43743.4967298485,977.657620997298
No,42637.5110638279,1049.88996420613
No,15764.345875927,1383.5663330639
No,14065.1675680038,1095.46573957961
No,30224.5961304622,1089.3717909992
No,21792.3215199717,605.220968306144
No,49262.0453292257,1033.88539901665
No,38186.9850695393,1604.72055375478
No,24679.715044052,826.327025939312
No,16670.6807862768,1176.14682328504
No,19937.0980337404,1275.02319938737
No,23538.9441422913,1290.28314005644
No,51414.4959558752,1133.47419931933
No,37400.4928845625,837.412566855277
No,18280.3670338005,379.082166688415
No,12453.3635924034,1134.16627849803
No,39120.0847898987,0
No,59394.3830781267,1491.17480280474
No,9582.94189712211,1695.35958565634
No,54589.2398684094,705.57332763872
No,33743.2265524886,239.193366265676
No,12428.6145139245,1183.71064142778
No,38267.08157841,898.761838912064
No,11719.5934790985,1524.29040044934
No,35115.0185512798,777.023737418038
No,26074.9343643672,1394.79581919528
No,20476.1557245306,0
No,47946.7670938155,62.5715751601826
Yes,28127.8954733126,1981.45181538436
No,50053.261925801,514.054034777825
No,53714.186065152,722.788038958828
No,33716.8640608,152.866304156592
No,35390.2875967122,293.184772853638
No,38613.6204965308,0
No,17878.3643114477,645.36685722913
No,26046.7720831097,1515.15283305045
No,18846.4892212338,767.439505481761
No,21715.226298099,491.879747053414
No,41389.4352722328,0
No,34589.4880601879,0
No,40132.6592071943,509.155164105994
No,16440.0996975194,965.587370085486
No,20489.5981077627,1868.54007230747
No,41803.7781625719,403.49720580419
No,37670.9350241925,593.14362506876
No,44547.8655465918,0
No,39367.1933081303,742.290015884451
No,13013.6105672136,1110.10045653192
No,49440.4012944686,771.551295297819
No,42492.7530686958,624.338891497583
No,22884.9525653222,499.957229779348
No,60650.0361323175,1088.63752037344
No,49669.6688731681,1556.49192796768
No,23558.6830823662,797.084335731408
No,38215.6780429903,415.99250259786
No,26833.0396297828,538.232681166002
No,21086.0820079429,1181.93470239963
No,9271.78992423107,836.020688627074
No,46928.0054911712,104.443215077792
No,53196.6230194221,564.209478577945
No,25091.4607662506,804.53940215468
No,21218.3035199452,1028.95364023327
No,8983.85690177194,748.746583667659
No,28735.9741149412,66.6320807349912
No,48034.2377125974,452.802228898258
No,27724.0657528508,798.460510113667
No,23467.126966094,1941.90292814168
No,22996.4323020653,1446.10101191515
No,61580.034125346,761.064098290519
No,43147.4555837922,1350.17272835748
No,36943.3619940607,380.950200559961
No,15906.466797439,1602.84960709395
No,37588.5626099252,147.61011548848
No,36283.0801271054,0
No,18818.1673820965,733.072512376335
No,26096.3370339348,1082.74797626804
No,40804.4757033746,779.657300310476
No,65254.0757961504,994.158712170624
No,50070.7815461683,769.181374128886
No,4985.1691133645,684.098519096228
No,27898.4653945517,442.56330169432
Yes,38408.8909167269,1717.07159258608
No,36302.528437156,0
No,44717.0125770421,1092.34586485398
No,35146.7987733695,497.33495411576
No,16907.7007441301,1149.68065499451
Yes,58699.9831975197,1465.21016364328
No,41789.6110016585,565.317604157056
No,12224.1851701983,922.137890502439
No,11510.0578678315,175.59938060484
No,49675.5604190352,1024.94681888114
No,54091.624759736,596.885432303659
No,53084.9074806631,750.410484208866
No,14183.9700258003,790.870027432839
No,42386.0485550432,112.327872497541
No,16093.2845506875,738.394487315734
No,54419.8085690598,1157.85556068872
No,45149.516318112,1213.24314925522
No,41656.0028929824,1339.6262041855
No,56520.9625106958,588.312430203572
No,56375.7219879443,721.808132499821
No,43843.4741174494,680.820718973428
No,12071.7624998357,815.406570873487
No,37170.1090492838,1042.50711204107
No,20454.6165493286,663.249868122172
No,18026.4710989649,1478.61854506445
No,33655.5724347316,337.756753994278
No,23126.6361991141,1273.55071961651
No,49562.989265344,114.179725877987
No,52295.6009297642,0
No,26377.5934939198,1516.31768923235
No,24164.7511007409,898.114673108613
No,48219.5944665748,790.590582117334
No,29072.7214938039,0
No,49136.4741958684,1273.24483033059
No,36063.114108959,1279.2004483305
No,14568.7474096201,732.719380888972
Yes,46227.0745421357,1763.57908789461
No,16310.9055269133,1280.41844842492
No,36912.8973015701,1529.93799536515
No,18251.4945592886,345.467636476389
No,33723.9857591643,197.989403751685
Yes,15975.5371965119,1770.96944052649
No,17037.0547998481,639.371943541069
No,23526.7109062151,238.814643857072
No,45338.357214774,390.555843076737
No,19476.5875790804,830.171511106982
No,21613.578470166,1378.87607564381
No,37364.4230927587,242.403449315825
No,36211.4903618167,1236.54749355223
No,34914.2752545523,1063.77493669311
No,33819.1433220656,126.923178973913
No,38018.1456896637,758.465501261611
No,68758.8783988945,908.931458644613
No,46297.4254108936,558.518342410987
No,36969.5525152008,1819.24233339211
No,19327.5750379268,1110.68174400549
No,43459.0118542978,723.243374669993
No,18510.946033198,972.031864031495
No,40741.4202403335,696.014430649643
No,29362.604609009,1178.24890887526
No,19371.8120916883,329.558510877062
No,14546.30176771,792.529238472827
No,33691.7213091022,1246.03775769599
No,41670.257382541,591.760776481539
No,24854.2498236435,244.081138800791
No,49944.8651506496,1038.54836006039
No,49488.5639815129,679.074586796153
No,40585.2216446978,1061.415836002
No,11914.5782684287,1268.24069091931
No,14736.7208791128,955.533685819795
No,27882.8092643982,1115.82062964092
No,22029.1935171555,601.163260610188
No,52286.4318229537,1097.60003894511
No,45982.9663185287,1042.78307264667
No,8624.11068874281,1321.44305286527
No,37637.6593074495,1052.39326016205
No,27604.0792714302,687.951701062434
No,24828.2659835652,566.460512626349
No,35071.1665353159,769.414224037938
No,26372.985815295,955.1353421032
No,28660.1401685022,643.409526464766
No,42745.3020131405,0
No,45384.0474502375,437.636062596235
No,34673.1709932026,1278.86564161404
No,30624.7759284918,1639.39057196627
No,36470.8283401861,891.643737265774
No,18813.9402088352,316.459048313239
No,48874.5557680461,622.929507387178
No,42287.3028620524,107.277526758955
No,12398.4906038395,990.543215773955
No,45659.9957026185,0
No,33119.9553306198,0
No,35287.8245843759,591.21848728877
No,21121.8448328186,928.060078265644
No,40785.9891775391,304.599223898782
No,31336.5101185978,235.939497686815
No,10853.2309395985,1108.05351768099
No,24563.7576757258,687.306396976996
No,39864.8635503901,60.1860361263316
No,34648.9725974223,0
No,58730.5728615017,272.893257145115
Yes,43930.4000955678,1531.71645931978
No,47702.5737457984,949.608648513314
No,35080.5792438221,561.916178455117
No,25231.3462344957,468.132522196994
No,12215.9468218066,993.108169991847
No,31314.6950884232,0
No,12710.7209232412,759.478369178202
No,36440.2283216228,1340.78720929653
No,15210.4740694568,1521.46339550225
No,30457.0163661004,133.743344349705
Yes,51656.8740637741,780.172569171513
No,22884.793017069,839.915458349589
No,36670.8542230351,913.505872937903
No,35712.6379057533,924.881441457044
No,54652.3092984374,1197.83150461167
No,30451.152858766,49.2096658960132
No,48387.648617342,970.716096585793
No,54082.4240845222,783.057400540258
No,20379.0620895269,465.062888613853
No,39337.7499765406,0
No,21986.0454536505,732.264267594484
No,37679.6985892523,576.091261344071
No,16309.8754485617,588.991056252216
No,43779.4778545985,863.140717831164
No,49675.3703182707,857.575733973881
No,33674.8902393376,361.501731061125
No,36023.0850073461,891.155427066673
No,44738.5560304555,918.122205965447
No,21150.8559447406,1335.02801828106
No,39873.5217445341,421.40084342513
No,18883.9715059268,743.636144477128
No,41872.4947626065,773.740372463441
No,45251.8819209678,731.3934721696
No,36330.3945986058,964.188922685005
No,17657.1726575117,350.015184264179
No,37125.5913512782,1206.66136205449
No,52888.1850963327,1051.94757326739
No,45572.172484486,454.760370677831
No,42758.6007035183,932.665307535504
No,36259.4637552901,535.745846468796
No,41186.1828072136,241.80525216874
No,42042.1679417363,1026.50670980239
No,18278.833967134,187.679885571478
No,58646.9278047098,197.538321479143
No,43288.4003826895,585.708088259361
No,12147.0464091645,1947.02240116176
No,39717.5376088077,829.547597492268
No,35488.4488835876,196.9384595398
No,31438.7760126708,591.863619018556
No,39742.1054579553,0
No,11939.2952561454,1008.29161867619
No,17410.751592587,1052.22747774062
No,49756.1710110556,331.680526736089
No,29414.6521751635,913.107203974466
No,21747.2631759341,561.391612168585
No,47692.8942495176,246.955462978737
No,46304.717476204,578.978610085742
No,62352.8460745643,557.80877712832
No,10418.1828574391,788.251751590529
No,39174.0563607053,1060.80742927021
No,19816.720143272,1247.9070287109
No,34259.9901986231,1184.36072325231
No,33071.5499188853,1024.57823828863
No,43367.8995668736,1080.29165556776
No,26267.1563495095,540.279044842846
No,33835.7362563617,1448.83546537495
No,27421.1112560912,561.19403528401
No,30040.5721479464,1191.48030658909
No,38202.5839366837,565.138987531877
No,35845.192831506,482.98219522045
No,37486.2495546276,950.350093348717
No,21235.360416199,350.702913455224
Yes,19027.5086325602,1551.02346886055
No,37747.9133548875,981.596275086756
No,10921.6150280099,1442.12980525117
No,56607.2539731991,1060.33586008787
No,61794.3463333657,1154.89079229674
No,20056.828543898,544.139769261479
No,27588.9333054472,1137.17545422725
No,47811.4189244222,414.084049490222
No,17504.44777329,436.008314418274
No,25809.9802798683,987.814799701723
No,46603.5464098654,679.39184176547
No,51633.329550876,1377.77200718577
No,32437.1318348945,856.811960459733
No,44923.8027469326,1036.67683328589
No,46826.8044671654,0
No,51936.7598875077,961.472070662985
No,35622.829451765,275.988091260141
No,30769.3447724704,426.69354209974
No,46214.1592342021,290.251908152609
No,42325.7499854437,934.969703457723
No,26342.0484612914,668.991155587469
No,27136.5379770062,2004.72756831
No,29938.2594627799,1312.86572975147
No,15092.0510234018,662.273556493038
No,36120.8922605785,524.639805989354
No,21058.3486627819,1212.58956759787
No,30290.8065048843,961.315769351981
Yes,13965.1860445333,1504.29017813787
No,25040.4884531578,613.656318023126
No,13402.0732850411,1233.34360465673
No,36961.3151242225,1221.38595934501
No,46256.7804872945,1217.05680668466
No,43205.1752975326,628.757698443741
No,15957.9436405491,819.097316108521
No,12710.0257138998,843.493455075409
No,29141.3657347634,1173.55981500254
No,13329.5964048166,1195.59028306582
No,12288.127075016,1202.88312357915
No,29316.9703343848,24.8718234850631
No,29484.0523801776,853.241421584688
No,40223.9098079387,398.775705283568
No,18149.8861866188,1521.17239555469
No,15941.0508838215,1160.22179270323
No,49948.4671119046,985.614062736995
No,38215.9647632209,583.820719256707
No,18148.3017050128,638.691982603121
No,25380.7034543934,384.997719463751
No,31558.8984246114,1050.76423069077
Yes,18077.4870927503,1871.93838694355
No,35157.7399755377,793.761717609342
No,21790.5024250406,591.660651332961
No,24001.5121969332,419.476441266895
No,18185.4796974861,514.283890206455
No,21551.6110897047,1027.89503525082
No,15977.3211389052,1029.68154856023
No,18363.0684974424,953.626323812467
No,11579.1594522765,1463.33776514964
No,34690.1382789868,1172.45949910584
No,12048.8228922671,548.272863944776
No,48250.1046209779,1752.88378856299
No,23909.7064937556,555.920680160548
No,13621.5691623243,1560.93175219903
No,16883.3388582069,839.883556561924
No,13634.9076283835,1112.8179784831
No,43278.0592842939,1309.2537724595
No,41560.4709935342,940.590874822012
No,41195.3701168568,1019.24897718592
No,32904.6977154916,433.669019529031
No,42050.4665242275,1015.11542504267
No,52765.9782830813,75.1776630661825
No,39585.6242243462,1050.31637646534
No,35155.1724669932,48.9118568414431
No,48236.1263334984,1721.64777991975
No,48700.8480467206,1607.35144043076
No,43914.4198194427,1180.44754170552
No,40875.9465364492,609.877134574805
No,19440.9731795923,1054.2002082358
No,19074.0317333481,793.820465702134
No,30021.3833465031,879.675617944934
No,29151.2346616317,1237.64742197945
No,18234.4592165626,1412.764358307
No,13025.7694481722,1174.71648266832
No,44325.7888525566,363.344803781613
No,44928.1846393809,919.485776297976
No,21648.6566808064,1195.0596696449
No,15721.7996591962,794.137787843789
No,33776.8254558982,10.1888185108063
No,31083.2214565069,0
No,16967.6197633608,498.505979218863
No,18459.4186146975,1227.16110689129
Yes,53394.0762256759,1902.61299103773
No,11742.3798595281,1059.20463689881
No,21177.6110782599,450.305390754806
No,55002.7334074783,418.539870435286
No,32939.3667112495,1070.48067666244
No,56640.6340336077,1306.77057329409
No,8431.17500361516,1315.3372979029
No,19146.2456270511,74.5334251957576
No,38927.124508577,66.152330488706
No,54217.3382458634,56.4207116526935
No,25123.8596166639,1056.59687510996
No,51355.3746230815,259.237577825768
No,23500.9012839272,1143.69257803243
No,15682.0685039174,0
No,30239.7207155808,877.793933789175
